mode,rel_ba_pct,p,lr,steps,seed,pairs_csv,bh_macro,model_dir
erm,75.0,0.5714285714285714,1e-05,50,1,runs/erm_wt2_p057_lr1e-05_s1_t50/bh_erm_p057_lr1e-05_s1_t50.csv,0.6498091343678769,runs/erm_wt2_p057_lr1e-05_s1_t50
ilm,75.0,0.5714285714285714,1e-05,50,2,runs/ilm_wt2_p057_lr1e-05_s2_t50/bh_ilm_p057_lr1e-05_s2_t50.csv,0.6569634318215077,runs/ilm_wt2_p057_lr1e-05_s2_t50
erm,75.0,0.5714285714285714,1e-05,50,2,runs/erm_wt2_p057_lr1e-05_s2_t50/bh_erm_p057_lr1e-05_s2_t50.csv,0.6512913891629275,runs/erm_wt2_p057_lr1e-05_s2_t50
ilm,75.0,0.5714285714285714,1e-05,50,3,runs/ilm_wt2_p057_lr1e-05_s3_t50/bh_ilm_p057_lr1e-05_s3_t50.csv,0.6333193876797822,runs/ilm_wt2_p057_lr1e-05_s3_t50
erm,75.0,0.5714285714285714,1e-05,50,3,runs/erm_wt2_p057_lr1e-05_s3_t50/bh_erm_p057_lr1e-05_s3_t50.csv,0.6581219593674613,runs/erm_wt2_p057_lr1e-05_s3_t50
ilm,75.0,0.5714285714285714,1e-05,50,4,runs/ilm_wt2_p057_lr1e-05_s4_t50/bh_ilm_p057_lr1e-05_s4_t50.csv,0.6575719758909021,runs/ilm_wt2_p057_lr1e-05_s4_t50
erm,75.0,0.5714285714285714,1e-05,50,4,runs/erm_wt2_p057_lr1e-05_s4_t50/bh_erm_p057_lr1e-05_s4_t50.csv,0.6549651838799554,runs/erm_wt2_p057_lr1e-05_s4_t50
ilm,75.0,0.5714285714285714,1e-05,100,0,runs/ilm_wt2_p057_lr1e-05_s0_t100/bh_ilm_p057_lr1e-05_s0_t100.csv,0.6499747811750676,runs/ilm_wt2_p057_lr1e-05_s0_t100
erm,75.0,0.5714285714285714,1e-05,100,0,runs/erm_wt2_p057_lr1e-05_s0_t100/bh_erm_p057_lr1e-05_s0_t100.csv,0.666752368965798,runs/erm_wt2_p057_lr1e-05_s0_t100
ilm,75.0,0.5714285714285714,1e-05,100,1,runs/ilm_wt2_p057_lr1e-05_s1_t100/bh_ilm_p057_lr1e-05_s1_t100.csv,0.6608745587279359,runs/ilm_wt2_p057_lr1e-05_s1_t100
erm,75.0,0.5714285714285714,1e-05,100,1,runs/erm_wt2_p057_lr1e-05_s1_t100/bh_erm_p057_lr1e-05_s1_t100.csv,0.6509075986702173,runs/erm_wt2_p057_lr1e-05_s1_t100
ilm,75.0,0.5714285714285714,1e-05,100,2,runs/ilm_wt2_p057_lr1e-05_s2_t100/bh_ilm_p057_lr1e-05_s2_t100.csv,0.6435455687466671,runs/ilm_wt2_p057_lr1e-05_s2_t100
erm,75.0,0.5714285714285714,1e-05,100,2,runs/erm_wt2_p057_lr1e-05_s2_t100/bh_erm_p057_lr1e-05_s2_t100.csv,0.651926694039997,runs/erm_wt2_p057_lr1e-05_s2_t100
ilm,75.0,0.5714285714285714,1e-05,100,3,runs/ilm_wt2_p057_lr1e-05_s3_t100/bh_ilm_p057_lr1e-05_s3_t100.csv,0.6432776275446537,runs/ilm_wt2_p057_lr1e-05_s3_t100
erm,75.0,0.5714285714285714,1e-05,100,3,runs/erm_wt2_p057_lr1e-05_s3_t100/bh_erm_p057_lr1e-05_s3_t100.csv,0.6502190427773619,runs/erm_wt2_p057_lr1e-05_s3_t100
ilm,75.0,0.5714285714285714,1e-05,100,4,runs/ilm_wt2_p057_lr1e-05_s4_t100/bh_ilm_p057_lr1e-05_s4_t100.csv,0.6513062065126843,runs/ilm_wt2_p057_lr1e-05_s4_t100
erm,75.0,0.5714285714285714,1e-05,100,4,runs/erm_wt2_p057_lr1e-05_s4_t100/bh_erm_p057_lr1e-05_s4_t100.csv,0.6555033687930986,runs/erm_wt2_p057_lr1e-05_s4_t100
ilm,75.0,0.5714285714285714,1e-05,200,0,runs/ilm_wt2_p057_lr1e-05_s0_t200/bh_ilm_p057_lr1e-05_s0_t200.csv,0.6319708492762733,runs/ilm_wt2_p057_lr1e-05_s0_t200
erm,75.0,0.5714285714285714,1e-05,200,0,runs/erm_wt2_p057_lr1e-05_s0_t200/bh_erm_p057_lr1e-05_s0_t200.csv,0.6454699200351689,runs/erm_wt2_p057_lr1e-05_s0_t200
ilm,75.0,0.5714285714285714,1e-05,200,1,runs/ilm_wt2_p057_lr1e-05_s1_t200/bh_ilm_p057_lr1e-05_s1_t200.csv,0.6463948198320408,runs/ilm_wt2_p057_lr1e-05_s1_t200
erm,75.0,0.5714285714285714,1e-05,200,1,runs/erm_wt2_p057_lr1e-05_s1_t200/bh_erm_p057_lr1e-05_s1_t200.csv,0.6289727169908026,runs/erm_wt2_p057_lr1e-05_s1_t200
ilm,75.0,0.5714285714285714,1e-05,200,2,runs/ilm_wt2_p057_lr1e-05_s2_t200/bh_ilm_p057_lr1e-05_s2_t200.csv,0.6273016505344745,runs/ilm_wt2_p057_lr1e-05_s2_t200
erm,75.0,0.5714285714285714,1e-05,200,2,runs/erm_wt2_p057_lr1e-05_s2_t200/bh_erm_p057_lr1e-05_s2_t200.csv,0.633692157748899,runs/erm_wt2_p057_lr1e-05_s2_t200
ilm,75.0,0.5714285714285714,1e-05,200,3,runs/ilm_wt2_p057_lr1e-05_s3_t200/bh_ilm_p057_lr1e-05_s3_t200.csv,0.6378394131537366,runs/ilm_wt2_p057_lr1e-05_s3_t200
erm,75.0,0.5714285714285714,1e-05,200,3,runs/erm_wt2_p057_lr1e-05_s3_t200/bh_erm_p057_lr1e-05_s3_t200.csv,0.6368294671182662,runs/erm_wt2_p057_lr1e-05_s3_t200
ilm,75.0,0.5714285714285714,1e-05,200,4,runs/ilm_wt2_p057_lr1e-05_s4_t200/bh_ilm_p057_lr1e-05_s4_t200.csv,0.6450918892706282,runs/ilm_wt2_p057_lr1e-05_s4_t200
erm,75.0,0.5714285714285714,1e-05,200,4,runs/erm_wt2_p057_lr1e-05_s4_t200/bh_erm_p057_lr1e-05_s4_t200.csv,0.6449127058147693,runs/erm_wt2_p057_lr1e-05_s4_t200
ilm,75.0,0.5714285714285714,1e-05,1000,0,runs/ilm_wt2_p057_lr1e-05_s0_t1000/bh_ilm_p057_lr1e-05_s0_t1000.csv,0.5878489446467484,runs/ilm_wt2_p057_lr1e-05_s0_t1000
erm,75.0,0.5714285714285714,1e-05,1000,0,runs/erm_wt2_p057_lr1e-05_s0_t1000/bh_erm_p057_lr1e-05_s0_t1000.csv,0.6270062556574836,runs/erm_wt2_p057_lr1e-05_s0_t1000
ilm,75.0,0.5714285714285714,1e-05,1000,1,runs/ilm_wt2_p057_lr1e-05_s1_t1000/bh_ilm_p057_lr1e-05_s1_t1000.csv,0.5870296291433762,runs/ilm_wt2_p057_lr1e-05_s1_t1000
erm,75.0,0.5714285714285714,1e-05,1000,1,runs/erm_wt2_p057_lr1e-05_s1_t1000/bh_erm_p057_lr1e-05_s1_t1000.csv,0.607452108821706,runs/erm_wt2_p057_lr1e-05_s1_t1000
ilm,75.0,0.5714285714285714,1e-05,1000,2,runs/ilm_wt2_p057_lr1e-05_s2_t1000/bh_ilm_p057_lr1e-05_s2_t1000.csv,0.5845265324778804,runs/ilm_wt2_p057_lr1e-05_s2_t1000
erm,75.0,0.5714285714285714,1e-05,1000,2,runs/erm_wt2_p057_lr1e-05_s2_t1000/bh_erm_p057_lr1e-05_s2_t1000.csv,0.5897357486862671,runs/erm_wt2_p057_lr1e-05_s2_t1000
ilm,75.0,0.5714285714285714,1e-05,1000,3,runs/ilm_wt2_p057_lr1e-05_s3_t1000/bh_ilm_p057_lr1e-05_s3_t1000.csv,0.5982581381517653,runs/ilm_wt2_p057_lr1e-05_s3_t1000
erm,75.0,0.5714285714285714,1e-05,1000,3,runs/erm_wt2_p057_lr1e-05_s3_t1000/bh_erm_p057_lr1e-05_s3_t1000.csv,0.6031091214313361,runs/erm_wt2_p057_lr1e-05_s3_t1000
ilm,75.0,0.5714285714285714,1e-05,1000,4,runs/ilm_wt2_p057_lr1e-05_s4_t1000/bh_ilm_p057_lr1e-05_s4_t1000.csv,0.5812136401874558,runs/ilm_wt2_p057_lr1e-05_s4_t1000
erm,75.0,0.5714285714285714,1e-05,1000,4,runs/erm_wt2_p057_lr1e-05_s4_t1000/bh_erm_p057_lr1e-05_s4_t1000.csv,0.6088023752908349,runs/erm_wt2_p057_lr1e-05_s4_t1000
ilm,75.0,0.5714285714285714,1e-05,2500,0,runs/ilm_wt2_p057_lr1e-05_s0_t2500/bh_ilm_p057_lr1e-05_s0_t2500.csv,0.5554557610028195,runs/ilm_wt2_p057_lr1e-05_s0_t2500
erm,75.0,0.5714285714285714,1e-05,2500,0,runs/erm_wt2_p057_lr1e-05_s0_t2500/bh_erm_p057_lr1e-05_s0_t2500.csv,0.5702429504751413,runs/erm_wt2_p057_lr1e-05_s0_t2500
ilm,75.0,0.5714285714285714,1e-05,2500,1,runs/ilm_wt2_p057_lr1e-05_s1_t2500/bh_ilm_p057_lr1e-05_s1_t2500.csv,0.5514822229350537,runs/ilm_wt2_p057_lr1e-05_s1_t2500
erm,75.0,0.5714285714285714,1e-05,2500,1,runs/erm_wt2_p057_lr1e-05_s1_t2500/bh_erm_p057_lr1e-05_s1_t2500.csv,0.552631125198705,runs/erm_wt2_p057_lr1e-05_s1_t2500
ilm,75.0,0.5714285714285714,1e-05,2500,2,runs/ilm_wt2_p057_lr1e-05_s2_t2500/bh_ilm_p057_lr1e-05_s2_t2500.csv,0.530476083853796,runs/ilm_wt2_p057_lr1e-05_s2_t2500
erm,75.0,0.5714285714285714,1e-05,2500,2,runs/erm_wt2_p057_lr1e-05_s2_t2500/bh_erm_p057_lr1e-05_s2_t2500.csv,0.5624349349351018,runs/erm_wt2_p057_lr1e-05_s2_t2500
ilm,75.0,0.5714285714285714,1e-05,2500,3,runs/ilm_wt2_p057_lr1e-05_s3_t2500/bh_ilm_p057_lr1e-05_s3_t2500.csv,0.5656026429920854,runs/ilm_wt2_p057_lr1e-05_s3_t2500
erm,75.0,0.5714285714285714,1e-05,2500,3,runs/erm_wt2_p057_lr1e-05_s3_t2500/bh_erm_p057_lr1e-05_s3_t2500.csv,0.5578197665412559,runs/erm_wt2_p057_lr1e-05_s3_t2500
ilm,75.0,0.5714285714285714,1e-05,2500,4,runs/ilm_wt2_p057_lr1e-05_s4_t2500/bh_ilm_p057_lr1e-05_s4_t2500.csv,0.5459402280643014,runs/ilm_wt2_p057_lr1e-05_s4_t2500
erm,75.0,0.5714285714285714,1e-05,2500,4,runs/erm_wt2_p057_lr1e-05_s4_t2500/bh_erm_p057_lr1e-05_s4_t2500.csv,0.5566729226203057,runs/erm_wt2_p057_lr1e-05_s4_t2500
ilm,75.0,0.5714285714285714,5e-05,10,0,runs/ilm_wt2_p057_lr5e-05_s0_t10/bh_ilm_p057_lr5e-05_s0_t10.csv,0.6493759887285993,runs/ilm_wt2_p057_lr5e-05_s0_t10
erm,75.0,0.5714285714285714,5e-05,10,0,runs/erm_wt2_p057_lr5e-05_s0_t10/bh_erm_p057_lr5e-05_s0_t10.csv,0.6734887014010182,runs/erm_wt2_p057_lr5e-05_s0_t10
ilm,75.0,0.5714285714285714,5e-05,10,1,runs/ilm_wt2_p057_lr5e-05_s1_t10/bh_ilm_p057_lr5e-05_s1_t10.csv,0.664567024886299,runs/ilm_wt2_p057_lr5e-05_s1_t10
erm,75.0,0.5714285714285714,5e-05,10,1,runs/erm_wt2_p057_lr5e-05_s1_t10/bh_erm_p057_lr5e-05_s1_t10.csv,0.6257587692409233,runs/erm_wt2_p057_lr5e-05_s1_t10
ilm,75.0,0.5714285714285714,5e-05,10,2,runs/ilm_wt2_p057_lr5e-05_s2_t10/bh_ilm_p057_lr5e-05_s2_t10.csv,0.6289615278004307,runs/ilm_wt2_p057_lr5e-05_s2_t10
erm,75.0,0.5714285714285714,5e-05,10,2,runs/erm_wt2_p057_lr5e-05_s2_t10/bh_erm_p057_lr5e-05_s2_t10.csv,0.6409182070618668,runs/erm_wt2_p057_lr5e-05_s2_t10
ilm,75.0,0.5714285714285714,5e-05,10,3,runs/ilm_wt2_p057_lr5e-05_s3_t10/bh_ilm_p057_lr5e-05_s3_t10.csv,0.686504436514521,runs/ilm_wt2_p057_lr5e-05_s3_t10
erm,75.0,0.5714285714285714,5e-05,10,3,runs/erm_wt2_p057_lr5e-05_s3_t10/bh_erm_p057_lr5e-05_s3_t10.csv,0.6810368329890644,runs/erm_wt2_p057_lr5e-05_s3_t10
ilm,75.0,0.5714285714285714,5e-05,10,4,runs/ilm_wt2_p057_lr5e-05_s4_t10/bh_ilm_p057_lr5e-05_s4_t10.csv,0.6348191597310622,runs/ilm_wt2_p057_lr5e-05_s4_t10
erm,75.0,0.5714285714285714,5e-05,10,4,runs/erm_wt2_p057_lr5e-05_s4_t10/bh_erm_p057_lr5e-05_s4_t10.csv,0.6245537562181804,runs/erm_wt2_p057_lr5e-05_s4_t10
ilm,75.0,0.5714285714285714,5e-05,50,0,runs/ilm_wt2_p057_lr5e-05_s0_t50/bh_ilm_p057_lr5e-05_s0_t50.csv,0.6372194081554218,runs/ilm_wt2_p057_lr5e-05_s0_t50
erm,75.0,0.5714285714285714,5e-05,50,0,runs/erm_wt2_p057_lr5e-05_s0_t50/bh_erm_p057_lr5e-05_s0_t50.csv,0.6675059111027776,runs/erm_wt2_p057_lr5e-05_s0_t50
ilm,75.0,0.5714285714285714,5e-05,50,1,runs/ilm_wt2_p057_lr5e-05_s1_t50/bh_ilm_p057_lr5e-05_s1_t50.csv,0.6489916680453232,runs/ilm_wt2_p057_lr5e-05_s1_t50
erm,75.0,0.5714285714285714,5e-05,50,1,runs/erm_wt2_p057_lr5e-05_s1_t50/bh_erm_p057_lr5e-05_s1_t50.csv,0.6486304426089231,runs/erm_wt2_p057_lr5e-05_s1_t50
ilm,75.0,0.5714285714285714,5e-05,50,2,runs/ilm_wt2_p057_lr5e-05_s2_t50/bh_ilm_p057_lr5e-05_s2_t50.csv,0.6277051034081045,runs/ilm_wt2_p057_lr5e-05_s2_t50
erm,75.0,0.5714285714285714,5e-05,50,2,runs/erm_wt2_p057_lr5e-05_s2_t50/bh_erm_p057_lr5e-05_s2_t50.csv,0.6444755522684975,runs/erm_wt2_p057_lr5e-05_s2_t50
ilm,75.0,0.5714285714285714,5e-05,50,3,runs/ilm_wt2_p057_lr5e-05_s3_t50/bh_ilm_p057_lr5e-05_s3_t50.csv,0.5832413739987281,runs/ilm_wt2_p057_lr5e-05_s3_t50
erm,75.0,0.5714285714285714,5e-05,50,3,runs/erm_wt2_p057_lr5e-05_s3_t50/bh_erm_p057_lr5e-05_s3_t50.csv,0.6390396394804628,runs/erm_wt2_p057_lr5e-05_s3_t50
ilm,75.0,0.5714285714285714,5e-05,50,4,runs/ilm_wt2_p057_lr5e-05_s4_t50/bh_ilm_p057_lr5e-05_s4_t50.csv,0.6332267791175886,runs/ilm_wt2_p057_lr5e-05_s4_t50
erm,75.0,0.5714285714285714,5e-05,50,4,runs/erm_wt2_p057_lr5e-05_s4_t50/bh_erm_p057_lr5e-05_s4_t50.csv,0.6272994836476996,runs/erm_wt2_p057_lr5e-05_s4_t50
ilm,75.0,0.5714285714285714,5e-05,100,0,runs/ilm_wt2_p057_lr5e-05_s0_t100/bh_ilm_p057_lr5e-05_s0_t100.csv,0.5897870096712562,runs/ilm_wt2_p057_lr5e-05_s0_t100
erm,75.0,0.5714285714285714,5e-05,100,0,runs/erm_wt2_p057_lr5e-05_s0_t100/bh_erm_p057_lr5e-05_s0_t100.csv,0.6401003022659301,runs/erm_wt2_p057_lr5e-05_s0_t100
ilm,75.0,0.5714285714285714,5e-05,100,1,runs/ilm_wt2_p057_lr5e-05_s1_t100/bh_ilm_p057_lr5e-05_s1_t100.csv,0.6035499948025165,runs/ilm_wt2_p057_lr5e-05_s1_t100
erm,75.0,0.5714285714285714,5e-05,100,1,runs/erm_wt2_p057_lr5e-05_s1_t100/bh_erm_p057_lr5e-05_s1_t100.csv,0.6094675390430292,runs/erm_wt2_p057_lr5e-05_s1_t100
ilm,75.0,0.5714285714285714,5e-05,100,2,runs/ilm_wt2_p057_lr5e-05_s2_t100/bh_ilm_p057_lr5e-05_s2_t100.csv,0.6211402918765374,runs/ilm_wt2_p057_lr5e-05_s2_t100
erm,75.0,0.5714285714285714,5e-05,100,2,runs/erm_wt2_p057_lr5e-05_s2_t100/bh_erm_p057_lr5e-05_s2_t100.csv,0.6048723110349143,runs/erm_wt2_p057_lr5e-05_s2_t100
ilm,75.0,0.5714285714285714,5e-05,100,3,runs/ilm_wt2_p057_lr5e-05_s3_t100/bh_ilm_p057_lr5e-05_s3_t100.csv,0.6220807471736721,runs/ilm_wt2_p057_lr5e-05_s3_t100
erm,75.0,0.5714285714285714,5e-05,100,3,runs/erm_wt2_p057_lr5e-05_s3_t100/bh_erm_p057_lr5e-05_s3_t100.csv,0.6276625846677503,runs/erm_wt2_p057_lr5e-05_s3_t100
ilm,75.0,0.5714285714285714,5e-05,100,4,runs/ilm_wt2_p057_lr5e-05_s4_t100/bh_ilm_p057_lr5e-05_s4_t100.csv,0.6149100843584778,runs/ilm_wt2_p057_lr5e-05_s4_t100
erm,75.0,0.5714285714285714,5e-05,100,4,runs/erm_wt2_p057_lr5e-05_s4_t100/bh_erm_p057_lr5e-05_s4_t100.csv,0.6349089369370202,runs/erm_wt2_p057_lr5e-05_s4_t100
ilm,75.0,0.5714285714285714,5e-05,200,0,runs/ilm_wt2_p057_lr5e-05_s0_t200/bh_ilm_p057_lr5e-05_s0_t200.csv,0.5500028521742663,runs/ilm_wt2_p057_lr5e-05_s0_t200
erm,75.0,0.5714285714285714,5e-05,200,0,runs/erm_wt2_p057_lr5e-05_s0_t200/bh_erm_p057_lr5e-05_s0_t200.csv,0.6240803010579606,runs/erm_wt2_p057_lr5e-05_s0_t200
ilm,75.0,0.5714285714285714,5e-05,200,1,runs/ilm_wt2_p057_lr5e-05_s1_t200/bh_ilm_p057_lr5e-05_s1_t200.csv,0.5988065305466809,runs/ilm_wt2_p057_lr5e-05_s1_t200
erm,75.0,0.5714285714285714,5e-05,200,1,runs/erm_wt2_p057_lr5e-05_s1_t200/bh_erm_p057_lr5e-05_s1_t200.csv,0.5536251821971069,runs/erm_wt2_p057_lr5e-05_s1_t200
ilm,75.0,0.5714285714285714,5e-05,200,2,runs/ilm_wt2_p057_lr5e-05_s2_t200/bh_ilm_p057_lr5e-05_s2_t200.csv,0.5706701231511371,runs/ilm_wt2_p057_lr5e-05_s2_t200
erm,75.0,0.5714285714285714,5e-05,200,2,runs/erm_wt2_p057_lr5e-05_s2_t200/bh_erm_p057_lr5e-05_s2_t200.csv,0.5540726860841382,runs/erm_wt2_p057_lr5e-05_s2_t200
ilm,75.0,0.5714285714285714,5e-05,200,3,runs/ilm_wt2_p057_lr5e-05_s3_t200/bh_ilm_p057_lr5e-05_s3_t200.csv,0.5958120574209017,runs/ilm_wt2_p057_lr5e-05_s3_t200
erm,75.0,0.5714285714285714,5e-05,200,3,runs/erm_wt2_p057_lr5e-05_s3_t200/bh_erm_p057_lr5e-05_s3_t200.csv,0.5925996407813753,runs/erm_wt2_p057_lr5e-05_s3_t200
ilm,75.0,0.5714285714285714,5e-05,200,4,runs/ilm_wt2_p057_lr5e-05_s4_t200/bh_ilm_p057_lr5e-05_s4_t200.csv,0.5798630786005566,runs/ilm_wt2_p057_lr5e-05_s4_t200
erm,75.0,0.5714285714285714,5e-05,200,4,runs/erm_wt2_p057_lr5e-05_s4_t200/bh_erm_p057_lr5e-05_s4_t200.csv,0.5980490009196421,runs/erm_wt2_p057_lr5e-05_s4_t200
ilm,75.0,0.5714285714285714,5e-05,1000,0,runs/ilm_wt2_p057_lr5e-05_s0_t1000/bh_ilm_p057_lr5e-05_s0_t1000.csv,0.5123616017163873,runs/ilm_wt2_p057_lr5e-05_s0_t1000
erm,75.0,0.5714285714285714,5e-05,1000,0,runs/erm_wt2_p057_lr5e-05_s0_t1000/bh_erm_p057_lr5e-05_s0_t1000.csv,0.5679948957808026,runs/erm_wt2_p057_lr5e-05_s0_t1000
ilm,75.0,0.5714285714285714,5e-05,1000,1,runs/ilm_wt2_p057_lr5e-05_s1_t1000/bh_ilm_p057_lr5e-05_s1_t1000.csv,0.504501502206107,runs/ilm_wt2_p057_lr5e-05_s1_t1000
erm,75.0,0.5714285714285714,5e-05,1000,1,runs/erm_wt2_p057_lr5e-05_s1_t1000/bh_erm_p057_lr5e-05_s1_t1000.csv,0.5217509913722039,runs/erm_wt2_p057_lr5e-05_s1_t1000
ilm,75.0,0.5714285714285714,5e-05,1000,2,runs/ilm_wt2_p057_lr5e-05_s2_t1000/bh_ilm_p057_lr5e-05_s2_t1000.csv,0.48105974582181815,runs/ilm_wt2_p057_lr5e-05_s2_t1000
erm,75.0,0.5714285714285714,5e-05,1000,2,runs/erm_wt2_p057_lr5e-05_s2_t1000/bh_erm_p057_lr5e-05_s2_t1000.csv,0.4935210009659927,runs/erm_wt2_p057_lr5e-05_s2_t1000
ilm,75.0,0.5714285714285714,5e-05,1000,3,runs/ilm_wt2_p057_lr5e-05_s3_t1000/bh_ilm_p057_lr5e-05_s3_t1000.csv,0.533477648098247,runs/ilm_wt2_p057_lr5e-05_s3_t1000
erm,75.0,0.5714285714285714,5e-05,1000,3,runs/erm_wt2_p057_lr5e-05_s3_t1000/bh_erm_p057_lr5e-05_s3_t1000.csv,0.5187136665437772,runs/erm_wt2_p057_lr5e-05_s3_t1000
ilm,75.0,0.5714285714285714,5e-05,1000,4,runs/ilm_wt2_p057_lr5e-05_s4_t1000/bh_ilm_p057_lr5e-05_s4_t1000.csv,0.4950953424953045,runs/ilm_wt2_p057_lr5e-05_s4_t1000
erm,75.0,0.5714285714285714,5e-05,1000,4,runs/erm_wt2_p057_lr5e-05_s4_t1000/bh_erm_p057_lr5e-05_s4_t1000.csv,0.5354158152222432,runs/erm_wt2_p057_lr5e-05_s4_t1000
ilm,75.0,0.5714285714285714,5e-05,2500,0,runs/ilm_wt2_p057_lr5e-05_s0_t2500/bh_ilm_p057_lr5e-05_s0_t2500.csv,0.4734478366253279,runs/ilm_wt2_p057_lr5e-05_s0_t2500
erm,75.0,0.5714285714285714,5e-05,2500,0,runs/erm_wt2_p057_lr5e-05_s0_t2500/bh_erm_p057_lr5e-05_s0_t2500.csv,0.5140752572194954,runs/erm_wt2_p057_lr5e-05_s0_t2500
ilm,75.0,0.5714285714285714,5e-05,2500,1,runs/ilm_wt2_p057_lr5e-05_s1_t2500/bh_ilm_p057_lr5e-05_s1_t2500.csv,0.45944771944938867,runs/ilm_wt2_p057_lr5e-05_s1_t2500
erm,75.0,0.5714285714285714,5e-05,2500,1,runs/erm_wt2_p057_lr5e-05_s1_t2500/bh_erm_p057_lr5e-05_s1_t2500.csv,0.49616682634911186,runs/erm_wt2_p057_lr5e-05_s1_t2500
ilm,75.0,0.5714285714285714,5e-05,2500,2,runs/ilm_wt2_p057_lr5e-05_s2_t2500/bh_ilm_p057_lr5e-05_s2_t2500.csv,0.4296518645248568,runs/ilm_wt2_p057_lr5e-05_s2_t2500
erm,75.0,0.5714285714285714,5e-05,2500,2,runs/erm_wt2_p057_lr5e-05_s2_t2500/bh_erm_p057_lr5e-05_s2_t2500.csv,0.4275397942911733,runs/erm_wt2_p057_lr5e-05_s2_t2500
ilm,75.0,0.5714285714285714,5e-05,2500,3,runs/ilm_wt2_p057_lr5e-05_s3_t2500/bh_ilm_p057_lr5e-05_s3_t2500.csv,0.4983731120195145,runs/ilm_wt2_p057_lr5e-05_s3_t2500
erm,75.0,0.5714285714285714,5e-05,2500,3,runs/erm_wt2_p057_lr5e-05_s3_t2500/bh_erm_p057_lr5e-05_s3_t2500.csv,0.4633023880958613,runs/erm_wt2_p057_lr5e-05_s3_t2500
ilm,75.0,0.5714285714285714,5e-05,2500,4,runs/ilm_wt2_p057_lr5e-05_s4_t2500/bh_ilm_p057_lr5e-05_s4_t2500.csv,0.4717533998387597,runs/ilm_wt2_p057_lr5e-05_s4_t2500
erm,75.0,0.5714285714285714,5e-05,2500,4,runs/erm_wt2_p057_lr5e-05_s4_t2500/bh_erm_p057_lr5e-05_s4_t2500.csv,0.481240015366797,runs/erm_wt2_p057_lr5e-05_s4_t2500
ilm,90.0,0.5263157894736842,1e-05,10,0,runs/ilm_wt2_p053_lr1e-05_s0_t10/bh_ilm_p053_lr1e-05_s0_t10.csv,0.6602103051578562,runs/ilm_wt2_p053_lr1e-05_s0_t10
erm,90.0,0.5263157894736842,1e-05,10,0,runs/erm_wt2_p053_lr1e-05_s0_t10/bh_erm_p053_lr1e-05_s0_t10.csv,0.6541387291137724,runs/erm_wt2_p053_lr1e-05_s0_t10
ilm,90.0,0.5263157894736842,1e-05,10,1,runs/ilm_wt2_p053_lr1e-05_s1_t10/bh_ilm_p053_lr1e-05_s1_t10.csv,0.6643971948140698,runs/ilm_wt2_p053_lr1e-05_s1_t10
erm,90.0,0.5263157894736842,1e-05,10,1,runs/erm_wt2_p053_lr1e-05_s1_t10/bh_erm_p053_lr1e-05_s1_t10.csv,0.6593644573910924,runs/erm_wt2_p053_lr1e-05_s1_t10
ilm,90.0,0.5263157894736842,1e-05,10,2,runs/ilm_wt2_p053_lr1e-05_s2_t10/bh_ilm_p053_lr1e-05_s2_t10.csv,0.6590023964526855,runs/ilm_wt2_p053_lr1e-05_s2_t10
erm,90.0,0.5263157894736842,1e-05,10,2,runs/erm_wt2_p053_lr1e-05_s2_t10/bh_erm_p053_lr1e-05_s2_t10.csv,0.6626981771435481,runs/erm_wt2_p053_lr1e-05_s2_t10
ilm,90.0,0.5263157894736842,1e-05,10,3,runs/ilm_wt2_p053_lr1e-05_s3_t10/bh_ilm_p053_lr1e-05_s3_t10.csv,0.6553087707351253,runs/ilm_wt2_p053_lr1e-05_s3_t10
erm,90.0,0.5263157894736842,1e-05,10,3,runs/erm_wt2_p053_lr1e-05_s3_t10/bh_erm_p053_lr1e-05_s3_t10.csv,0.6595196313360778,runs/erm_wt2_p053_lr1e-05_s3_t10
ilm,90.0,0.5263157894736842,1e-05,10,4,runs/ilm_wt2_p053_lr1e-05_s4_t10/bh_ilm_p053_lr1e-05_s4_t10.csv,0.653952756563933,runs/ilm_wt2_p053_lr1e-05_s4_t10
erm,90.0,0.5263157894736842,1e-05,10,4,runs/erm_wt2_p053_lr1e-05_s4_t10/bh_erm_p053_lr1e-05_s4_t10.csv,0.6586062746304788,runs/erm_wt2_p053_lr1e-05_s4_t10
ilm,90.0,0.5263157894736842,1e-05,50,0,runs/ilm_wt2_p053_lr1e-05_s0_t50/bh_ilm_p053_lr1e-05_s0_t50.csv,0.658921769721389,runs/ilm_wt2_p053_lr1e-05_s0_t50
erm,90.0,0.5263157894736842,1e-05,50,0,runs/erm_wt2_p053_lr1e-05_s0_t50/bh_erm_p053_lr1e-05_s0_t50.csv,0.6330720376810166,runs/erm_wt2_p053_lr1e-05_s0_t50
ilm,90.0,0.5263157894736842,1e-05,50,1,runs/ilm_wt2_p053_lr1e-05_s1_t50/bh_ilm_p053_lr1e-05_s1_t50.csv,0.6468558839209712,runs/ilm_wt2_p053_lr1e-05_s1_t50
erm,90.0,0.5263157894736842,1e-05,50,1,runs/erm_wt2_p053_lr1e-05_s1_t50/bh_erm_p053_lr1e-05_s1_t50.csv,0.6470633025143425,runs/erm_wt2_p053_lr1e-05_s1_t50
ilm,90.0,0.5263157894736842,1e-05,50,2,runs/ilm_wt2_p053_lr1e-05_s2_t50/bh_ilm_p053_lr1e-05_s2_t50.csv,0.6521689698646858,runs/ilm_wt2_p053_lr1e-05_s2_t50
