mode,rel_ba_pct,p,lr,steps,seed,pairs_csv,bh_macro,model_dir
erm,30.0,0.7692307692307692,1e-05,10,3,runs/erm_wt2_p077_lr1e-05_s3_t10/bh_erm_p077_lr1e-05_s3_t10.csv,0.6605775400391557,runs/erm_wt2_p077_lr1e-05_s3_t10
ilm,30.0,0.7692307692307692,1e-05,10,4,runs/ilm_wt2_p077_lr1e-05_s4_t10/bh_ilm_p077_lr1e-05_s4_t10.csv,0.6584512538757217,runs/ilm_wt2_p077_lr1e-05_s4_t10
erm,30.0,0.7692307692307692,1e-05,10,4,runs/erm_wt2_p077_lr1e-05_s4_t10/bh_erm_p077_lr1e-05_s4_t10.csv,0.6665531111984033,runs/erm_wt2_p077_lr1e-05_s4_t10
ilm,30.0,0.7692307692307692,1e-05,50,0,runs/ilm_wt2_p077_lr1e-05_s0_t50/bh_ilm_p077_lr1e-05_s0_t50.csv,0.6365322870235522,runs/ilm_wt2_p077_lr1e-05_s0_t50
erm,30.0,0.7692307692307692,1e-05,50,0,runs/erm_wt2_p077_lr1e-05_s0_t50/bh_erm_p077_lr1e-05_s0_t50.csv,0.6771873046655924,runs/erm_wt2_p077_lr1e-05_s0_t50
ilm,30.0,0.7692307692307692,1e-05,50,1,runs/ilm_wt2_p077_lr1e-05_s1_t50/bh_ilm_p077_lr1e-05_s1_t50.csv,0.6401930512300017,runs/ilm_wt2_p077_lr1e-05_s1_t50
erm,30.0,0.7692307692307692,1e-05,50,1,runs/erm_wt2_p077_lr1e-05_s1_t50/bh_erm_p077_lr1e-05_s1_t50.csv,0.673738863792227,runs/erm_wt2_p077_lr1e-05_s1_t50
ilm,30.0,0.7692307692307692,1e-05,50,2,runs/ilm_wt2_p077_lr1e-05_s2_t50/bh_ilm_p077_lr1e-05_s2_t50.csv,0.6580106269533904,runs/ilm_wt2_p077_lr1e-05_s2_t50
erm,30.0,0.7692307692307692,1e-05,50,2,runs/erm_wt2_p077_lr1e-05_s2_t50/bh_erm_p077_lr1e-05_s2_t50.csv,0.6535984727323717,runs/erm_wt2_p077_lr1e-05_s2_t50
ilm,30.0,0.7692307692307692,1e-05,50,3,runs/ilm_wt2_p077_lr1e-05_s3_t50/bh_ilm_p077_lr1e-05_s3_t50.csv,0.6537216197862364,runs/ilm_wt2_p077_lr1e-05_s3_t50
erm,30.0,0.7692307692307692,1e-05,50,3,runs/erm_wt2_p077_lr1e-05_s3_t50/bh_erm_p077_lr1e-05_s3_t50.csv,0.6612721922852958,runs/erm_wt2_p077_lr1e-05_s3_t50
ilm,30.0,0.7692307692307692,1e-05,50,4,runs/ilm_wt2_p077_lr1e-05_s4_t50/bh_ilm_p077_lr1e-05_s4_t50.csv,0.651270852274066,runs/ilm_wt2_p077_lr1e-05_s4_t50
erm,30.0,0.7692307692307692,1e-05,50,4,runs/erm_wt2_p077_lr1e-05_s4_t50/bh_erm_p077_lr1e-05_s4_t50.csv,0.679655561714327,runs/erm_wt2_p077_lr1e-05_s4_t50
ilm,30.0,0.7692307692307692,1e-05,100,0,runs/ilm_wt2_p077_lr1e-05_s0_t100/bh_ilm_p077_lr1e-05_s0_t100.csv,0.6351394353497188,runs/ilm_wt2_p077_lr1e-05_s0_t100
erm,30.0,0.7692307692307692,1e-05,100,0,runs/erm_wt2_p077_lr1e-05_s0_t100/bh_erm_p077_lr1e-05_s0_t100.csv,0.6624997330536425,runs/erm_wt2_p077_lr1e-05_s0_t100
ilm,30.0,0.7692307692307692,1e-05,100,1,runs/ilm_wt2_p077_lr1e-05_s1_t100/bh_ilm_p077_lr1e-05_s1_t100.csv,0.6327265938743676,runs/ilm_wt2_p077_lr1e-05_s1_t100
erm,30.0,0.7692307692307692,1e-05,100,1,runs/erm_wt2_p077_lr1e-05_s1_t100/bh_erm_p077_lr1e-05_s1_t100.csv,0.6668169946241101,runs/erm_wt2_p077_lr1e-05_s1_t100
ilm,30.0,0.7692307692307692,1e-05,100,2,runs/ilm_wt2_p077_lr1e-05_s2_t100/bh_ilm_p077_lr1e-05_s2_t100.csv,0.6574140157691354,runs/ilm_wt2_p077_lr1e-05_s2_t100
erm,30.0,0.7692307692307692,1e-05,100,2,runs/erm_wt2_p077_lr1e-05_s2_t100/bh_erm_p077_lr1e-05_s2_t100.csv,0.6606034982788712,runs/erm_wt2_p077_lr1e-05_s2_t100
ilm,30.0,0.7692307692307692,1e-05,100,3,runs/ilm_wt2_p077_lr1e-05_s3_t100/bh_ilm_p077_lr1e-05_s3_t100.csv,0.6567592936122557,runs/ilm_wt2_p077_lr1e-05_s3_t100
erm,30.0,0.7692307692307692,1e-05,100,3,runs/erm_wt2_p077_lr1e-05_s3_t100/bh_erm_p077_lr1e-05_s3_t100.csv,0.6633934990231052,runs/erm_wt2_p077_lr1e-05_s3_t100
ilm,30.0,0.7692307692307692,1e-05,100,4,runs/ilm_wt2_p077_lr1e-05_s4_t100/bh_ilm_p077_lr1e-05_s4_t100.csv,0.6528454857326138,runs/ilm_wt2_p077_lr1e-05_s4_t100
erm,30.0,0.7692307692307692,1e-05,100,4,runs/erm_wt2_p077_lr1e-05_s4_t100/bh_erm_p077_lr1e-05_s4_t100.csv,0.6731839130164595,runs/erm_wt2_p077_lr1e-05_s4_t100
ilm,30.0,0.7692307692307692,1e-05,200,0,runs/ilm_wt2_p077_lr1e-05_s0_t200/bh_ilm_p077_lr1e-05_s0_t200.csv,0.6378061556508681,runs/ilm_wt2_p077_lr1e-05_s0_t200
erm,30.0,0.7692307692307692,1e-05,200,0,runs/erm_wt2_p077_lr1e-05_s0_t200/bh_erm_p077_lr1e-05_s0_t200.csv,0.6451516263298852,runs/erm_wt2_p077_lr1e-05_s0_t200
ilm,30.0,0.7692307692307692,1e-05,200,1,runs/ilm_wt2_p077_lr1e-05_s1_t200/bh_ilm_p077_lr1e-05_s1_t200.csv,0.6411572472391096,runs/ilm_wt2_p077_lr1e-05_s1_t200
erm,30.0,0.7692307692307692,1e-05,200,1,runs/erm_wt2_p077_lr1e-05_s1_t200/bh_erm_p077_lr1e-05_s1_t200.csv,0.6570139574936545,runs/erm_wt2_p077_lr1e-05_s1_t200
ilm,30.0,0.7692307692307692,1e-05,200,2,runs/ilm_wt2_p077_lr1e-05_s2_t200/bh_ilm_p077_lr1e-05_s2_t200.csv,0.6332447431802363,runs/ilm_wt2_p077_lr1e-05_s2_t200
erm,30.0,0.7692307692307692,1e-05,200,2,runs/erm_wt2_p077_lr1e-05_s2_t200/bh_erm_p077_lr1e-05_s2_t200.csv,0.653929185168705,runs/erm_wt2_p077_lr1e-05_s2_t200
ilm,30.0,0.7692307692307692,1e-05,200,3,runs/ilm_wt2_p077_lr1e-05_s3_t200/bh_ilm_p077_lr1e-05_s3_t200.csv,0.6203394284717795,runs/ilm_wt2_p077_lr1e-05_s3_t200
erm,30.0,0.7692307692307692,1e-05,200,3,runs/erm_wt2_p077_lr1e-05_s3_t200/bh_erm_p077_lr1e-05_s3_t200.csv,0.6710292555625297,runs/erm_wt2_p077_lr1e-05_s3_t200
ilm,30.0,0.7692307692307692,1e-05,200,4,runs/ilm_wt2_p077_lr1e-05_s4_t200/bh_ilm_p077_lr1e-05_s4_t200.csv,0.6464194316991347,runs/ilm_wt2_p077_lr1e-05_s4_t200
erm,30.0,0.7692307692307692,1e-05,200,4,runs/erm_wt2_p077_lr1e-05_s4_t200/bh_erm_p077_lr1e-05_s4_t200.csv,0.6480995743384454,runs/erm_wt2_p077_lr1e-05_s4_t200
ilm,30.0,0.7692307692307692,1e-05,1000,0,runs/ilm_wt2_p077_lr1e-05_s0_t1000/bh_ilm_p077_lr1e-05_s0_t1000.csv,0.5829261966606046,runs/ilm_wt2_p077_lr1e-05_s0_t1000
erm,30.0,0.7692307692307692,1e-05,1000,0,runs/erm_wt2_p077_lr1e-05_s0_t1000/bh_erm_p077_lr1e-05_s0_t1000.csv,0.6404490587148548,runs/erm_wt2_p077_lr1e-05_s0_t1000
ilm,30.0,0.7692307692307692,1e-05,1000,1,runs/ilm_wt2_p077_lr1e-05_s1_t1000/bh_ilm_p077_lr1e-05_s1_t1000.csv,0.5818848503303184,runs/ilm_wt2_p077_lr1e-05_s1_t1000
erm,30.0,0.7692307692307692,1e-05,1000,1,runs/erm_wt2_p077_lr1e-05_s1_t1000/bh_erm_p077_lr1e-05_s1_t1000.csv,0.6398275678536626,runs/erm_wt2_p077_lr1e-05_s1_t1000
ilm,30.0,0.7692307692307692,1e-05,1000,2,runs/ilm_wt2_p077_lr1e-05_s2_t1000/bh_ilm_p077_lr1e-05_s2_t1000.csv,0.5708566983855691,runs/ilm_wt2_p077_lr1e-05_s2_t1000
erm,30.0,0.7692307692307692,1e-05,1000,2,runs/erm_wt2_p077_lr1e-05_s2_t1000/bh_erm_p077_lr1e-05_s2_t1000.csv,0.639254375442598,runs/erm_wt2_p077_lr1e-05_s2_t1000
ilm,30.0,0.7692307692307692,1e-05,1000,3,runs/ilm_wt2_p077_lr1e-05_s3_t1000/bh_ilm_p077_lr1e-05_s3_t1000.csv,0.5715124517956822,runs/ilm_wt2_p077_lr1e-05_s3_t1000
erm,30.0,0.7692307692307692,1e-05,1000,3,runs/erm_wt2_p077_lr1e-05_s3_t1000/bh_erm_p077_lr1e-05_s3_t1000.csv,0.651436512767673,runs/erm_wt2_p077_lr1e-05_s3_t1000
ilm,30.0,0.7692307692307692,1e-05,1000,4,runs/ilm_wt2_p077_lr1e-05_s4_t1000/bh_ilm_p077_lr1e-05_s4_t1000.csv,0.5764935982196984,runs/ilm_wt2_p077_lr1e-05_s4_t1000
erm,30.0,0.7692307692307692,1e-05,1000,4,runs/erm_wt2_p077_lr1e-05_s4_t1000/bh_erm_p077_lr1e-05_s4_t1000.csv,0.6287419948904197,runs/erm_wt2_p077_lr1e-05_s4_t1000
ilm,30.0,0.7692307692307692,1e-05,2500,0,runs/ilm_wt2_p077_lr1e-05_s0_t2500/bh_ilm_p077_lr1e-05_s0_t2500.csv,0.5556438348132164,runs/ilm_wt2_p077_lr1e-05_s0_t2500
erm,30.0,0.7692307692307692,1e-05,2500,0,runs/erm_wt2_p077_lr1e-05_s0_t2500/bh_erm_p077_lr1e-05_s0_t2500.csv,0.6186398074043014,runs/erm_wt2_p077_lr1e-05_s0_t2500
ilm,30.0,0.7692307692307692,1e-05,2500,1,runs/ilm_wt2_p077_lr1e-05_s1_t2500/bh_ilm_p077_lr1e-05_s1_t2500.csv,0.5392669030109695,runs/ilm_wt2_p077_lr1e-05_s1_t2500
erm,30.0,0.7692307692307692,1e-05,2500,1,runs/erm_wt2_p077_lr1e-05_s1_t2500/bh_erm_p077_lr1e-05_s1_t2500.csv,0.6060641645318063,runs/erm_wt2_p077_lr1e-05_s1_t2500
ilm,30.0,0.7692307692307692,1e-05,2500,2,runs/ilm_wt2_p077_lr1e-05_s2_t2500/bh_ilm_p077_lr1e-05_s2_t2500.csv,0.5488854171198048,runs/ilm_wt2_p077_lr1e-05_s2_t2500
erm,30.0,0.7692307692307692,1e-05,2500,2,runs/erm_wt2_p077_lr1e-05_s2_t2500/bh_erm_p077_lr1e-05_s2_t2500.csv,0.618224400906062,runs/erm_wt2_p077_lr1e-05_s2_t2500
ilm,30.0,0.7692307692307692,1e-05,2500,3,runs/ilm_wt2_p077_lr1e-05_s3_t2500/bh_ilm_p077_lr1e-05_s3_t2500.csv,0.5318568253042153,runs/ilm_wt2_p077_lr1e-05_s3_t2500
erm,30.0,0.7692307692307692,1e-05,2500,3,runs/erm_wt2_p077_lr1e-05_s3_t2500/bh_erm_p077_lr1e-05_s3_t2500.csv,0.618834507954352,runs/erm_wt2_p077_lr1e-05_s3_t2500
ilm,30.0,0.7692307692307692,1e-05,2500,4,runs/ilm_wt2_p077_lr1e-05_s4_t2500/bh_ilm_p077_lr1e-05_s4_t2500.csv,0.5335774057369995,runs/ilm_wt2_p077_lr1e-05_s4_t2500
erm,30.0,0.7692307692307692,1e-05,2500,4,runs/erm_wt2_p077_lr1e-05_s4_t2500/bh_erm_p077_lr1e-05_s4_t2500.csv,0.6146193954158171,runs/erm_wt2_p077_lr1e-05_s4_t2500
ilm,30.0,0.7692307692307692,5e-05,10,0,runs/ilm_wt2_p077_lr5e-05_s0_t10/bh_ilm_p077_lr5e-05_s0_t10.csv,0.6372575978739045,runs/ilm_wt2_p077_lr5e-05_s0_t10
erm,30.0,0.7692307692307692,5e-05,10,0,runs/erm_wt2_p077_lr5e-05_s0_t10/bh_erm_p077_lr5e-05_s0_t10.csv,0.6677670125833336,runs/erm_wt2_p077_lr5e-05_s0_t10
ilm,30.0,0.7692307692307692,5e-05,10,1,runs/ilm_wt2_p077_lr5e-05_s1_t10/bh_ilm_p077_lr5e-05_s1_t10.csv,0.633141552496805,runs/ilm_wt2_p077_lr5e-05_s1_t10
erm,30.0,0.7692307692307692,5e-05,10,1,runs/erm_wt2_p077_lr5e-05_s1_t10/bh_erm_p077_lr5e-05_s1_t10.csv,0.6758776142043582,runs/erm_wt2_p077_lr5e-05_s1_t10
ilm,30.0,0.7692307692307692,5e-05,10,2,runs/ilm_wt2_p077_lr5e-05_s2_t10/bh_ilm_p077_lr5e-05_s2_t10.csv,0.6428378477645323,runs/ilm_wt2_p077_lr5e-05_s2_t10
erm,30.0,0.7692307692307692,5e-05,10,2,runs/erm_wt2_p077_lr5e-05_s2_t10/bh_erm_p077_lr5e-05_s2_t10.csv,0.6470379065813509,runs/erm_wt2_p077_lr5e-05_s2_t10
ilm,30.0,0.7692307692307692,5e-05,10,3,runs/ilm_wt2_p077_lr5e-05_s3_t10/bh_ilm_p077_lr5e-05_s3_t10.csv,0.6619503807389143,runs/ilm_wt2_p077_lr5e-05_s3_t10
erm,30.0,0.7692307692307692,5e-05,10,3,runs/erm_wt2_p077_lr5e-05_s3_t10/bh_erm_p077_lr5e-05_s3_t10.csv,0.6628467665462594,runs/erm_wt2_p077_lr5e-05_s3_t10
ilm,30.0,0.7692307692307692,5e-05,10,4,runs/ilm_wt2_p077_lr5e-05_s4_t10/bh_ilm_p077_lr5e-05_s4_t10.csv,0.6345455218306653,runs/ilm_wt2_p077_lr5e-05_s4_t10
erm,30.0,0.7692307692307692,5e-05,10,4,runs/erm_wt2_p077_lr5e-05_s4_t10/bh_erm_p077_lr5e-05_s4_t10.csv,0.6850526520824383,runs/erm_wt2_p077_lr5e-05_s4_t10
ilm,30.0,0.7692307692307692,5e-05,50,0,runs/ilm_wt2_p077_lr5e-05_s0_t50/bh_ilm_p077_lr5e-05_s0_t50.csv,0.5898751064784467,runs/ilm_wt2_p077_lr5e-05_s0_t50
erm,30.0,0.7692307692307692,5e-05,50,0,runs/erm_wt2_p077_lr5e-05_s0_t50/bh_erm_p077_lr5e-05_s0_t50.csv,0.6499657227255079,runs/erm_wt2_p077_lr5e-05_s0_t50
ilm,30.0,0.7692307692307692,5e-05,50,1,runs/ilm_wt2_p077_lr5e-05_s1_t50/bh_ilm_p077_lr5e-05_s1_t50.csv,0.5820125705040118,runs/ilm_wt2_p077_lr5e-05_s1_t50
erm,30.0,0.7692307692307692,5e-05,50,1,runs/erm_wt2_p077_lr5e-05_s1_t50/bh_erm_p077_lr5e-05_s1_t50.csv,0.6581280494356121,runs/erm_wt2_p077_lr5e-05_s1_t50
ilm,30.0,0.7692307692307692,5e-05,50,2,runs/ilm_wt2_p077_lr5e-05_s2_t50/bh_ilm_p077_lr5e-05_s2_t50.csv,0.6380521018792555,runs/ilm_wt2_p077_lr5e-05_s2_t50
erm,30.0,0.7692307692307692,5e-05,50,2,runs/erm_wt2_p077_lr5e-05_s2_t50/bh_erm_p077_lr5e-05_s2_t50.csv,0.6447922590450885,runs/erm_wt2_p077_lr5e-05_s2_t50
ilm,30.0,0.7692307692307692,5e-05,50,3,runs/ilm_wt2_p077_lr5e-05_s3_t50/bh_ilm_p077_lr5e-05_s3_t50.csv,0.6415197275437635,runs/ilm_wt2_p077_lr5e-05_s3_t50
erm,30.0,0.7692307692307692,5e-05,50,3,runs/erm_wt2_p077_lr5e-05_s3_t50/bh_erm_p077_lr5e-05_s3_t50.csv,0.6722906306164821,runs/erm_wt2_p077_lr5e-05_s3_t50
ilm,30.0,0.7692307692307692,5e-05,50,4,runs/ilm_wt2_p077_lr5e-05_s4_t50/bh_ilm_p077_lr5e-05_s4_t50.csv,0.6325447976889085,runs/ilm_wt2_p077_lr5e-05_s4_t50
erm,30.0,0.7692307692307692,5e-05,50,4,runs/erm_wt2_p077_lr5e-05_s4_t50/bh_erm_p077_lr5e-05_s4_t50.csv,0.6793979066199533,runs/erm_wt2_p077_lr5e-05_s4_t50
ilm,30.0,0.7692307692307692,5e-05,100,0,runs/ilm_wt2_p077_lr5e-05_s0_t100/bh_ilm_p077_lr5e-05_s0_t100.csv,0.6021944330967348,runs/ilm_wt2_p077_lr5e-05_s0_t100
erm,30.0,0.7692307692307692,5e-05,100,0,runs/erm_wt2_p077_lr5e-05_s0_t100/bh_erm_p077_lr5e-05_s0_t100.csv,0.6058289157936672,runs/erm_wt2_p077_lr5e-05_s0_t100
ilm,30.0,0.7692307692307692,5e-05,100,1,runs/ilm_wt2_p077_lr5e-05_s1_t100/bh_ilm_p077_lr5e-05_s1_t100.csv,0.5980583248783812,runs/ilm_wt2_p077_lr5e-05_s1_t100
erm,30.0,0.7692307692307692,5e-05,100,1,runs/erm_wt2_p077_lr5e-05_s1_t100/bh_erm_p077_lr5e-05_s1_t100.csv,0.6623151339200104,runs/erm_wt2_p077_lr5e-05_s1_t100
ilm,30.0,0.7692307692307692,5e-05,100,2,runs/ilm_wt2_p077_lr5e-05_s2_t100/bh_ilm_p077_lr5e-05_s2_t100.csv,0.6312376003607572,runs/ilm_wt2_p077_lr5e-05_s2_t100
erm,30.0,0.7692307692307692,5e-05,100,2,runs/erm_wt2_p077_lr5e-05_s2_t100/bh_erm_p077_lr5e-05_s2_t100.csv,0.6064905620359136,runs/erm_wt2_p077_lr5e-05_s2_t100
ilm,30.0,0.7692307692307692,5e-05,100,3,runs/ilm_wt2_p077_lr5e-05_s3_t100/bh_ilm_p077_lr5e-05_s3_t100.csv,0.6020653303352496,runs/ilm_wt2_p077_lr5e-05_s3_t100
erm,30.0,0.7692307692307692,5e-05,100,3,runs/erm_wt2_p077_lr5e-05_s3_t100/bh_erm_p077_lr5e-05_s3_t100.csv,0.6658288503485286,runs/erm_wt2_p077_lr5e-05_s3_t100
ilm,30.0,0.7692307692307692,5e-05,100,4,runs/ilm_wt2_p077_lr5e-05_s4_t100/bh_ilm_p077_lr5e-05_s4_t100.csv,0.6109496401538548,runs/ilm_wt2_p077_lr5e-05_s4_t100
erm,30.0,0.7692307692307692,5e-05,100,4,runs/erm_wt2_p077_lr5e-05_s4_t100/bh_erm_p077_lr5e-05_s4_t100.csv,0.6494493831012143,runs/erm_wt2_p077_lr5e-05_s4_t100
ilm,30.0,0.7692307692307692,5e-05,200,0,runs/ilm_wt2_p077_lr5e-05_s0_t200/bh_ilm_p077_lr5e-05_s0_t200.csv,0.6085109923042332,runs/ilm_wt2_p077_lr5e-05_s0_t200
erm,30.0,0.7692307692307692,5e-05,200,0,runs/erm_wt2_p077_lr5e-05_s0_t200/bh_erm_p077_lr5e-05_s0_t200.csv,0.6125274789118247,runs/erm_wt2_p077_lr5e-05_s0_t200
ilm,30.0,0.7692307692307692,5e-05,200,1,runs/ilm_wt2_p077_lr5e-05_s1_t200/bh_ilm_p077_lr5e-05_s1_t200.csv,0.5847479452140075,runs/ilm_wt2_p077_lr5e-05_s1_t200
erm,30.0,0.7692307692307692,5e-05,200,1,runs/erm_wt2_p077_lr5e-05_s1_t200/bh_erm_p077_lr5e-05_s1_t200.csv,0.6253129938755466,runs/erm_wt2_p077_lr5e-05_s1_t200
ilm,30.0,0.7692307692307692,5e-05,200,2,runs/ilm_wt2_p077_lr5e-05_s2_t200/bh_ilm_p077_lr5e-05_s2_t200.csv,0.5644927620494318,runs/ilm_wt2_p077_lr5e-05_s2_t200
erm,30.0,0.7692307692307692,5e-05,200,2,runs/erm_wt2_p077_lr5e-05_s2_t200/bh_erm_p077_lr5e-05_s2_t200.csv,0.6254668467000536,runs/erm_wt2_p077_lr5e-05_s2_t200
ilm,30.0,0.7692307692307692,5e-05,200,3,runs/ilm_wt2_p077_lr5e-05_s3_t200/bh_ilm_p077_lr5e-05_s3_t200.csv,0.5498784439840795,runs/ilm_wt2_p077_lr5e-05_s3_t200
erm,30.0,0.7692307692307692,5e-05,200,3,runs/erm_wt2_p077_lr5e-05_s3_t200/bh_erm_p077_lr5e-05_s3_t200.csv,0.632466226433369,runs/erm_wt2_p077_lr5e-05_s3_t200
ilm,30.0,0.7692307692307692,5e-05,200,4,runs/ilm_wt2_p077_lr5e-05_s4_t200/bh_ilm_p077_lr5e-05_s4_t200.csv,0.5855557017677817,runs/ilm_wt2_p077_lr5e-05_s4_t200
erm,30.0,0.7692307692307692,5e-05,200,4,runs/erm_wt2_p077_lr5e-05_s4_t200/bh_erm_p077_lr5e-05_s4_t200.csv,0.6060132086734741,runs/erm_wt2_p077_lr5e-05_s4_t200
ilm,30.0,0.7692307692307692,5e-05,1000,0,runs/ilm_wt2_p077_lr5e-05_s0_t1000/bh_ilm_p077_lr5e-05_s0_t1000.csv,0.5058333053412076,runs/ilm_wt2_p077_lr5e-05_s0_t1000
erm,30.0,0.7692307692307692,5e-05,1000,0,runs/erm_wt2_p077_lr5e-05_s0_t1000/bh_erm_p077_lr5e-05_s0_t1000.csv,0.5925574829386167,runs/erm_wt2_p077_lr5e-05_s0_t1000
ilm,30.0,0.7692307692307692,5e-05,1000,1,runs/ilm_wt2_p077_lr5e-05_s1_t1000/bh_ilm_p077_lr5e-05_s1_t1000.csv,0.489072791590137,runs/ilm_wt2_p077_lr5e-05_s1_t1000
erm,30.0,0.7692307692307692,5e-05,1000,1,runs/erm_wt2_p077_lr5e-05_s1_t1000/bh_erm_p077_lr5e-05_s1_t1000.csv,0.5927839981132021,runs/erm_wt2_p077_lr5e-05_s1_t1000
ilm,30.0,0.7692307692307692,5e-05,1000,2,runs/ilm_wt2_p077_lr5e-05_s2_t1000/bh_ilm_p077_lr5e-05_s2_t1000.csv,0.5005951725642188,runs/ilm_wt2_p077_lr5e-05_s2_t1000
erm,30.0,0.7692307692307692,5e-05,1000,2,runs/erm_wt2_p077_lr5e-05_s2_t1000/bh_erm_p077_lr5e-05_s2_t1000.csv,0.5828744583563321,runs/erm_wt2_p077_lr5e-05_s2_t1000
ilm,30.0,0.7692307692307692,5e-05,1000,3,runs/ilm_wt2_p077_lr5e-05_s3_t1000/bh_ilm_p077_lr5e-05_s3_t1000.csv,0.49452455577413335,runs/ilm_wt2_p077_lr5e-05_s3_t1000
erm,30.0,0.7692307692307692,5e-05,1000,3,runs/erm_wt2_p077_lr5e-05_s3_t1000/bh_erm_p077_lr5e-05_s3_t1000.csv,0.6331744195568471,runs/erm_wt2_p077_lr5e-05_s3_t1000
ilm,30.0,0.7692307692307692,5e-05,1000,4,runs/ilm_wt2_p077_lr5e-05_s4_t1000/bh_ilm_p077_lr5e-05_s4_t1000.csv,0.49926301609801815,runs/ilm_wt2_p077_lr5e-05_s4_t1000
erm,30.0,0.7692307692307692,5e-05,1000,4,runs/erm_wt2_p077_lr5e-05_s4_t1000/bh_erm_p077_lr5e-05_s4_t1000.csv,0.5646399033154647,runs/erm_wt2_p077_lr5e-05_s4_t1000
ilm,30.0,0.7692307692307692,5e-05,2500,0,runs/ilm_wt2_p077_lr5e-05_s0_t2500/bh_ilm_p077_lr5e-05_s0_t2500.csv,0.5196708852209557,runs/ilm_wt2_p077_lr5e-05_s0_t2500
erm,30.0,0.7692307692307692,5e-05,2500,0,runs/erm_wt2_p077_lr5e-05_s0_t2500/bh_erm_p077_lr5e-05_s0_t2500.csv,0.5664844946251879,runs/erm_wt2_p077_lr5e-05_s0_t2500
ilm,30.0,0.7692307692307692,5e-05,2500,1,runs/ilm_wt2_p077_lr5e-05_s1_t2500/bh_ilm_p077_lr5e-05_s1_t2500.csv,0.4508661322296306,runs/ilm_wt2_p077_lr5e-05_s1_t2500
erm,30.0,0.7692307692307692,5e-05,2500,1,runs/erm_wt2_p077_lr5e-05_s1_t2500/bh_erm_p077_lr5e-05_s1_t2500.csv,0.5565429481346059,runs/erm_wt2_p077_lr5e-05_s1_t2500
ilm,30.0,0.7692307692307692,5e-05,2500,2,runs/ilm_wt2_p077_lr5e-05_s2_t2500/bh_ilm_p077_lr5e-05_s2_t2500.csv,0.47801002738696613,runs/ilm_wt2_p077_lr5e-05_s2_t2500
erm,30.0,0.7692307692307692,5e-05,2500,2,runs/erm_wt2_p077_lr5e-05_s2_t2500/bh_erm_p077_lr5e-05_s2_t2500.csv,0.5808908438391508,runs/erm_wt2_p077_lr5e-05_s2_t2500
ilm,30.0,0.7692307692307692,5e-05,2500,3,runs/ilm_wt2_p077_lr5e-05_s3_t2500/bh_ilm_p077_lr5e-05_s3_t2500.csv,0.4753952774501773,runs/ilm_wt2_p077_lr5e-05_s3_t2500
erm,30.0,0.7692307692307692,5e-05,2500,3,runs/erm_wt2_p077_lr5e-05_s3_t2500/bh_erm_p077_lr5e-05_s3_t2500.csv,0.606053418047161,runs/erm_wt2_p077_lr5e-05_s3_t2500
ilm,30.0,0.7692307692307692,5e-05,2500,4,runs/ilm_wt2_p077_lr5e-05_s4_t2500/bh_ilm_p077_lr5e-05_s4_t2500.csv,0.47927089193284533,runs/ilm_wt2_p077_lr5e-05_s4_t2500
erm,30.0,0.7692307692307692,5e-05,2500,4,runs/erm_wt2_p077_lr5e-05_s4_t2500/bh_erm_p077_lr5e-05_s4_t2500.csv,0.5544595266470302,runs/erm_wt2_p077_lr5e-05_s4_t2500
ilm,50.0,0.6666666666666666,1e-05,10,0,runs/ilm_wt2_p067_lr1e-05_s0_t10/bh_ilm_p067_lr1e-05_s0_t10.csv,0.6632453831792877,runs/ilm_wt2_p067_lr1e-05_s0_t10
erm,50.0,0.6666666666666666,1e-05,10,0,runs/erm_wt2_p067_lr1e-05_s0_t10/bh_erm_p067_lr1e-05_s0_t10.csv,0.6623579467143651,runs/erm_wt2_p067_lr1e-05_s0_t10
ilm,50.0,0.6666666666666666,1e-05,10,1,runs/ilm_wt2_p067_lr1e-05_s1_t10/bh_ilm_p067_lr1e-05_s1_t10.csv,0.6579284888355826,runs/ilm_wt2_p067_lr1e-05_s1_t10
erm,50.0,0.6666666666666666,1e-05,10,1,runs/erm_wt2_p067_lr1e-05_s1_t10/bh_erm_p067_lr1e-05_s1_t10.csv,0.6589652002448838,runs/erm_wt2_p067_lr1e-05_s1_t10
ilm,50.0,0.6666666666666666,1e-05,10,2,runs/ilm_wt2_p067_lr1e-05_s2_t10/bh_ilm_p067_lr1e-05_s2_t10.csv,0.6611450282549394,runs/ilm_wt2_p067_lr1e-05_s2_t10
erm,50.0,0.6666666666666666,1e-05,10,2,runs/erm_wt2_p067_lr1e-05_s2_t10/bh_erm_p067_lr1e-05_s2_t10.csv,0.6458939800393015,runs/erm_wt2_p067_lr1e-05_s2_t10
ilm,50.0,0.6666666666666666,1e-05,10,3,runs/ilm_wt2_p067_lr1e-05_s3_t10/bh_ilm_p067_lr1e-05_s3_t10.csv,0.6540751357470996,runs/ilm_wt2_p067_lr1e-05_s3_t10
erm,50.0,0.6666666666666666,1e-05,10,3,runs/erm_wt2_p067_lr1e-05_s3_t10/bh_erm_p067_lr1e-05_s3_t10.csv,0.6614953920286268,runs/erm_wt2_p067_lr1e-05_s3_t10
ilm,50.0,0.6666666666666666,1e-05,10,4,runs/ilm_wt2_p067_lr1e-05_s4_t10/bh_ilm_p067_lr1e-05_s4_t10.csv,0.6535714271552577,runs/ilm_wt2_p067_lr1e-05_s4_t10
